date,call_top5_b_v,call_top5_b_ratio,call_top10_b_v,call_top10_b_ratio,call_top5_s_v,call_top5_s_ratio,call_top10_s_v,call_top10_s_ratio,put_top5_b_v,put_top5_b_ratio,put_top10_b_v,put_top10_b_ratio,put_top5_s_v,put_top5_s_ratio,put_top10_s_v,put_top10_s_ratio
2012/12/12,144574,28.6,210109,41.5,99807,19.7,148996,29.4,156326,23.2,226822,33.7,126883,18.8,191897,28.5
2012/12/13,149851,28.3,216286,40.8,109194,20.6,169664,32.0,165574,23.0,239361,33.3,131481,18.3,200112,27.8
2012/12/14,154787,27.1,222374,38.9,119115,20.9,177246,31.0,168462,22.8,245244,33.2,142685,19.3,211329,28.6
2012/12/17,158674,25.9,222216,36.3,128996,21.0,186770,30.5,171451,23.2,249706,33.8,150727,20.4,216130,29.3
2012/12/18,164425,25.8,228635,35.9,132957,20.9,195664,30.7,181100,23.8,261677,34.4,158580,20.8,231323,30.4
2012/12/19,88123,36.5,112197,46.4,62966,26.1,96816,40.1,75754,29.5,111764,43.5,93062,36.2,121884,47.5
2012/12/20,90321,30.3,119338,40.1,63597,21.3,98668,33.1,76274,25.6,110048,36.9,97910,32.8,130290,43.7
2012/12/21,94409,26.6,127284,35.8,65150,18.3,102576,28.9,78284,22.9,115452,33.8,98883,28.9,134054,39.2
2012/12/22,99150,26.3,132643,35.2,65727,17.5,105916,28.1,80690,22.1,118597,32.5,99228,27.2,136844,37.5
2012/12/24,104743,26.5,140735,35.6,68395,17.3,107971,27.3,84435,21.8,122725,31.7,101378,26.2,143904,37.1
2012/12/25,108445,26.8,150299,37.2,69756,17.2,115324,28.5,83928,19.8,121070,28.6,107968,25.5,155267,36.7
2012/12/26,105539,28.7,142794,38.8,68451,18.6,106610,29.0,81603,21.7,118285,31.5,110062,29.3,156893,41.8
2012/12/27,107795,26.6,149182,36.9,69732,17.2,112101,27.7,82976,20.4,120709,29.6,116609,28.6,165581,40.7
2012/12/28,116270,27.1,162625,37.9,75159,17.5,120093,28.0,84847,19.4,122048,27.9,120032,27.5,168131,38.5
2013/01/02,119980,29.0,165163,39.9,80788,19.5,126099,30.4,86960,19.4,127045,28.3,116439,25.9,164714,36.7
2013/01/03,119172,27.2,168908,38.5,84493,19.3,133182,30.4,94133,19.0,143904,29.0,118423,23.9,173250,34.9
2013/01/04,117324,24.9,168853,35.8,90482,19.2,139142,29.5,99596,19.1,149613,28.7,122247,23.4,179618,34.4
2013/01/07,118826,23.8,168099,33.7,89285,17.9,138976,27.9,96708,18.1,146117,27.3,120707,22.6,181954,34.1
2013/01/08,119068,22.4,166527,31.3,96055,18.0,146160,27.4,98327,18.0,148701,27.3,122113,22.4,186548,34.2
2013/01/09,119159,24.5,172631,35.5,84428,17.4,133028,27.4,98329,18.8,148002,28.4,118904,22.8,178223,34.1
2013/01/10,126738,25.1,182558,36.2,96891,19.2,144196,28.6,102353,18.1,155133,27.4,122145,21.6,183766,32.5
2013/01/11,126825,24.4,180448,34.7,105823,20.3,152681,29.3,101624,17.4,156929,26.9,131025,22.5,195237,33.5
2013/01/14,133130,24.8,185398,34.5,107746,20.1,158781,29.6,104502,17.3,164123,27.2,138657,23.0,201821,33.4
2013/01/15,131627,23.0,189696,33.1,123302,21.5,179597,31.3,106850,17.4,167817,27.4,147351,24.1,212493,34.7
2013/01/16,101637,41.0,124864,50.3,56379,22.7,84370,34.0,64165,25.2,96866,38.0,86078,33.8,123690,48.5
2013/01/17,111328,33.3,143627,42.9,61170,18.3,93510,27.9,69571,21.8,104319,32.7,104137,32.6,143531,45.0
2013/01/18,125507,34.2,160691,43.7,65703,17.9,101162,27.5,71996,19.9,109413,30.3,111876,31.0,153955,42.6
2013/01/21,128120,32.5,166273,42.2,70485,17.9,110738,28.1,75174,19.3,120386,30.9,113905,29.2,161162,41.4
2013/01/22,135935,33.4,176950,43.5,74209,18.2,115170,28.3,84967,19.9,133914,31.4,119732,28.1,169492,39.8
2013/01/23,134220,37.2,169198,46.8,65550,18.1,100612,27.9,81877,21.9,120851,32.4,122148,32.7,167377,44.8
2013/01/24,141936,34.1,179696,43.2,80745,19.4,122826,29.5,84644,20.7,126182,30.9,126737,31.0,172376,42.2
2013/01/25,141576,31.0,178394,39.1,94977,20.8,141407,31.0,87474,20.4,132258,30.9,130138,30.4,182119,42.6
2013/01/28,143269,31.0,182132,39.5,95773,20.8,140403,30.4,95477,20.7,143380,31.1,130457,28.3,181652,39.4
2013/01/29,151939,32.7,200003,43.1,113924,24.6,159166,34.3,105660,20.9,164455,32.5,129936,25.6,183135,36.1
2013/01/30,145978,34.2,191352,44.9,102306,24.0,143742,33.7,93869,20.7,146545,32.4,126579,28.0,175526,38.8
2013/01/31,148985,32.4,198350,43.2,111638,24.3,154114,33.5,103950,21.1,161463,32.8,127720,25.9,181174,36.8
2013/02/01,151428,30.9,209072,42.7,120262,24.6,171682,35.1,109319,20.8,168415,32.1,130562,24.9,190473,36.3
2013/02/04,147663,29.3,210822,41.8,126538,25.1,182227,36.1,111460,20.3,177510,32.3,128806,23.4,190571,34.6
2013/02/05,141543,26.1,214048,39.5,141015,26.0,200709,37.1,114341,20.4,179376,32.1,130468,23.3,194328,34.7
2013/02/06,148389,30.2,209222,42.5,142414,28.9,190404,38.7,112077,21.6,170831,32.9,132071,25.4,192899,37.1
2013/02/18,140829,29.7,197951,41.7,137940,29.1,185942,39.2,117425,22.4,178077,34.0,134522,25.7,194009,37.0
2013/02/19,143874,29.3,204090,41.5,139184,28.3,187280,38.1,127086,22.8,190580,34.1,140474,25.2,201351,36.1
2013/02/20,94721,40.8,124347,53.5,58240,25.1,79760,34.3,72966,28.6,103369,40.5,81157,31.8,111046,43.5
2013/02/21,99010,34.4,134253,46.6,58484,20.3,83986,29.2,73385,23.1,110635,34.8,91569,28.8,130391,41.0
2013/02/22,103885,31.8,138340,42.3,60382,18.5,87553,26.8,74418,20.4,117947,32.4,101281,27.8,145442,39.9
2013/02/23,107999,30.9,143814,41.1,63860,18.3,93486,26.7,76043,19.5,121150,31.0,102354,26.2,147738,37.9
2013/02/25,111630,28.9,147786,38.2,69013,17.8,104600,27.1,81932,19.5,129360,30.8,118428,28.2,164131,39.1
2013/02/26,113939,26.3,151782,35.0,83456,19.3,119258,27.5,93904,20.5,148566,32.4,140180,30.6,195167,42.6
2013/02/27,110713,31.5,143487,40.8,60486,17.2,87023,24.8,80554,20.0,127932,31.7,112780,28.0,162887,40.4
2013/03/01,114584,29.7,148045,38.4,64225,16.7,92709,24.1,85233,19.0,132550,29.5,120323,26.8,170724,38.0
2013/03/04,113692,25.8,148396,33.7,70043,15.9,105071,23.9,89805,18.6,141088,29.2,135099,27.9,190731,39.4
2013/03/05,121254,26.1,158932,34.2,77087,16.6,114022,24.5,102485,19.7,158205,30.4,138629,26.7,197511,38.0
2013/03/06,122679,28.6,157770,36.8,68246,15.9,102855,24.0,85488,18.4,134179,28.8,121256,26.0,171667,36.9
2013/03/07,127770,27.4,163388,35.1,75994,16.3,113168,24.3,96260,19.3,146966,29.4,123393,24.7,179605,36.0
2013/03/08,133803,28.4,169215,36.0,80518,17.1,118466,25.2,101471,18.8,155713,28.9,122655,22.7,176979,32.8
2013/03/11,135143,28.3,169637,35.6,92238,19.3,128959,27.0,108847,19.4,165892,29.5,124317,22.1,177066,31.5
2013/03/12,135638,26.3,172057,33.4,107184,20.8,148937,28.9,110888,19.3,173723,30.3,125096,21.8,177503,30.9
2013/03/13,133455,28.5,170154,36.3,87133,18.6,126261,26.9,96630,18.7,149818,29.1,127292,24.7,179934,34.9
2013/03/14,138570,26.9,176833,34.3,109485,21.2,150162,29.1,102680,19.0,156253,28.9,131333,24.3,186587,34.5
2013/03/15,140508,25.8,178118,32.7,119149,21.8,165253,30.3,104263,18.8,159471,28.7,139139,25.1,195679,35.3
2013/03/18,141728,23.7,178726,29.9,134356,22.5,194127,32.5,101578,18.7,150766,27.7,152383,28.0,212083,39.0
2013/03/19,140407,22.6,179923,29.0,148600,24.0,206193,33.2,112670,19.6,167586,29.2,163520,28.5,225206,39.2
2013/03/20,89246,38.0,114444,48.7,50508,21.5,72652,30.9,41048,19.2,58290,27.3,72465,33.9,99321,46.5
2013/03/21,91879,31.9,123575,42.9,52491,18.2,79956,27.8,54495,19.8,79838,29.0,81721,29.6,116018,42.1
2013/03/22,101166,30.7,135050,41.0,58794,17.8,92775,28.2,75568,23.4,105765,32.8,88003,27.3,130278,40.4
2013/03/25,105865,30.6,139430,40.3,63226,18.3,95978,27.7,83434,23.0,117834,32.4,91716,25.2,136186,37.5
2013/03/26,109332,29.5,144745,39.1,69448,18.7,102888,27.8,113450,27.4,153935,37.2,111508,27.0,164091,39.7
2013/03/27,112627,33.6,147177,43.9,55013,16.4,86644,25.9,75567,21.3,105775,29.8,96208,27.1,141563,39.9
2013/03/28,115363,30.9,149184,40.0,59532,16.0,94387,25.3,88218,22.1,124448,31.1,104687,26.2,157584,39.4
2013/03/29,124541,32.6,157791,41.4,62880,16.5,98259,25.8,109271,24.3,146566,32.7,107976,24.1,166839,37.2
2013/04/01,125128,31.0,159978,39.6,75411,18.7,111276,27.6,117932,25.1,157960,33.6,108065,23.0,165628,35.3
2013/04/02,128414,29.8,165163,38.4,96255,22.4,133201,30.9,128716,26.0,174658,35.3,109534,22.1,169487,34.3
2013/04/03,124603,31.0,158272,39.4,92044,22.9,126112,31.4,100127,22.7,137604,31.2,102164,23.1,158621,35.9
2013/04/08,110807,22.5,146624,29.8,117853,23.9,166028,33.7,102093,22.4,141633,31.1,116260,25.5,186651,41.0
2013/04/09,112093,20.6,153290,28.1,138204,25.4,190035,34.9,121741,25.0,163918,33.6,113957,23.4,186549,38.3
2013/04/10,113969,23.4,153519,31.6,109450,22.5,156186,32.1,102595,22.6,137433,30.3,111936,24.7,180037,39.7
2013/04/11,120026,24.5,163547,33.4,113384,23.1,156920,32.0,117640,23.0,155714,30.4,112324,22.0,183199,35.8
2013/04/12,128479,24.7,173272,33.3,122787,23.6,167624,32.2,128320,23.8,170422,31.7,117381,21.8,190975,35.5
2013/04/15,137390,24.3,194290,34.4,147463,26.1,192866,34.1,143513,25.4,193721,34.3,124917,22.1,202077,35.8
2013/04/16,135887,22.9,203098,34.2,163727,27.6,213290,35.9,156148,26.2,204151,34.2,133971,22.4,217215,36.4
2013/04/17,111863,43.9,149989,58.9,49959,19.6,77983,30.6,64883,24.7,92553,35.3,87693,33.4,122289,46.6
2013/04/18,124184,39.0,168615,53.0,54996,17.3,85975,27.0,78033,21.8,114467,31.9,97309,27.1,152007,42.4
2013/04/19,128982,36.6,178173,50.6,53576,15.2,81582,23.2,95703,21.7,135799,30.8,98971,22.4,156595,35.5
2013/04/22,126603,32.6,179178,46.2,64966,16.7,95640,24.6,108114,22.3,153051,31.5,99539,20.5,164036,33.8
2013/04/23,135166,32.4,188614,45.2,80587,19.3,112281,26.9,129688,24.9,174688,33.5,99345,19.1,169607,32.5
2013/04/24,128883,35.6,181512,50.2,55130,15.2,82510,22.8,78685,18.0,115766,26.5,93078,21.3,156771,35.9
2013/04/25,133370,33.5,188061,47.3,62846,15.8,93387,23.5,88429,18.6,129953,27.3,94956,19.9,161352,33.9
2013/04/26,138689,32.9,196538,46.7,74205,17.6,105943,25.2,108138,20.6,155219,29.6,96225,18.3,164105,31.3
2013/04/29,139191,31.8,198418,45.4,76928,17.6,110656,25.3,122782,22.4,169493,31.0,96353,17.6,164583,30.1
2013/04/30,132726,29.7,194937,43.6,91903,20.5,126128,28.2,137096,23.4,190847,32.6,99516,17.0,167671,28.6
2013/05/02,125289,30.8,189360,46.5,64880,15.9,97042,23.8,86118,16.6,134055,25.9,97323,18.8,160190,30.9
2013/05/03,131011,29.8,196580,44.7,72831,16.6,109034,24.8,102264,18.0,152469,26.8,101892,17.9,172742,30.3
2013/05/06,133006,28.8,200233,43.3,82254,17.8,121190,26.2,117027,19.3,170775,28.1,111616,18.4,185285,30.5
2013/05/07,135701,26.9,210119,41.7,109392,21.7,151055,30.0,129536,20.6,183606,29.2,109796,17.5,179719,28.6
2013/05/08,144709,32.1,213756,47.3,98859,21.9,137724,30.5,114212,18.9,162861,27.0,110850,18.4,176330,29.2
2013/05/09,130881,28.2,205549,44.4,103720,22.4,142434,30.7,136915,20.6,194184,29.2,121398,18.3,195554,29.5
2013/05/10,136586,26.9,211324,41.6,118705,23.4,166280,32.7,147553,21.7,207866,30.5,123255,18.1,199686,29.3
2013/05/13,138748,25.3,211930,38.7,142859,26.1,188457,34.4,156283,22.4,216947,31.1,131568,18.8,208989,29.9
2013/05/14,144050,25.8,221385,39.6,147914,26.5,195887,35.1,170903,23.8,231951,32.4,125813,17.6,203822,28.4
2013/05/15,115316,42.5,163429,60.3,61613,22.7,90479,33.4,46513,19.2,72429,29.9,88928,36.7,115273,47.5
2013/05/16,122172,34.7,173915,49.4,78347,22.2,117138,33.3,59949,17.8,91149,27.1,102036,30.4,139220,41.4
2013/05/17,124975,32.4,178457,46.3,90479,23.5,127828,33.2,77244,20.7,113633,30.4,112262,30.1,150756,40.4
2013/05/20,125180,30.0,177914,42.6,98765,23.7,137762,33.0,92691,22.9,129387,32.0,119391,29.5,161813,40.0
2013/05/21,122885,28.2,182055,41.8,106304,24.4,144165,33.1,113659,25.8,153862,34.9,115013,26.1,162553,36.9
2013/05/22,115308,31.0,173406,46.7,78734,21.2,111703,30.1,62138,16.7,100964,27.2,114823,30.9,160846,43.3
2013/05/23,116452,26.2,174693,39.4,88311,19.9,130472,29.4,84319,20.6,125426,30.6,126598,30.9,181396,44.3
2013/05/24,116754,24.1,173175,35.8,105498,21.8,153110,31.6,95437,21.4,139982,31.4,136616,30.6,200008,44.9
2013/05/27,117387,23.4,178696,35.6,119270,23.8,168978,33.7,112363,22.8,157277,32.0,140127,28.5,205045,41.7
2013/05/28,117857,22.5,182134,34.7,128866,24.6,179497,34.2,124390,24.0,170607,33.0,140319,27.1,205358,39.7
2013/05/29,119062,27.8,178853,41.8,76583,17.9,124718,29.1,84868,18.4,130938,28.4,136683,29.6,198363,43.0
2013/05/30,118639,24.5,180544,37.3,88593,18.3,145858,30.1,102020,20.6,150106,30.3,148421,30.0,216026,43.6
2013/05/31,120448,23.5,177748,34.7,108926,21.3,172615,33.7,116929,22.4,164021,31.5,161889,31.1,233552,44.8
2013/06/03,116860,21.1,179079,32.3,125863,22.7,194680,35.1,121633,22.2,172042,31.5,153854,28.1,228546,41.8
2013/06/04,117007,19.9,177424,30.2,138642,23.6,209343,35.6,125478,22.2,175350,31.0,156112,27.6,230657,40.8
2013/06/05,116707,22.9,177994,34.9,97604,19.1,160451,31.5,93698,18.5,142324,28.2,146166,28.9,217859,43.1
2013/06/06,120997,21.4,182585,32.3,119594,21.1,188350,33.3,98908,18.7,151391,28.6,151072,28.5,236552,44.7
2013/06/07,120459,20.1,181797,30.3,129698,21.6,200835,33.5,113518,20.2,165402,29.4,164644,29.3,251254,44.7
2013/06/10,121851,20.3,184627,30.8,131534,21.9,203060,33.8,123565,21.0,175348,29.8,163643,27.8,251213,42.6
2013/06/11,120291,19.4,183924,29.7,133944,21.6,206506,33.3,123009,20.4,176912,29.4,166268,27.6,258367,42.9
2013/06/13,118021,19.3,180153,29.5,129537,21.2,213899,35.1,99911,19.6,152386,29.9,161374,31.7,250240,49.2
2013/06/14,126066,19.0,192309,28.9,145711,21.9,233124,35.1,111012,20.9,160639,30.2,167954,31.6,255346,48.1
2013/06/17,127293,18.6,196039,28.7,155739,22.8,247615,36.2,131624,23.3,185861,32.9,171021,30.2,258245,45.7
2013/06/18,127890,18.6,197566,28.7,158013,22.9,252574,36.6,133952,22.7,196253,33.3,175224,29.7,266816,45.2
2013/06/19,59125,26.1,87656,38.7,53662,23.7,80359,35.5,37871,17.2,58600,26.6,89255,40.6,113491,51.6
2013/06/20,62274,20.0,97030,31.1,70533,22.6,107300,34.4,50386,17.8,74736,26.3,103193,36.4,136529,48.1
2013/06/21,63807,16.5,101238,26.1,100299,25.9,142083,36.7,71361,20.6,99033,28.6,126504,36.5,171242,49.4
2013/06/24,67628,15.6,108178,25.0,110303,25.5,160271,37.0,88480,22.9,118476,30.7,146511,38.0,191768,49.7
2013/06/25,71597,14.9,113379,23.6,117927,24.6,173730,36.2,96366,23.3,130055,31.4,162193,39.2,206171,49.8
2013/06/26,66157,17.2,100338,26.0,78062,20.2,118998,30.9,56516,16.4,88201,25.6,129118,37.5,170690,49.5
2013/06/27,69274,16.9,106948,26.1,84831,20.7,135899,33.1,68623,17.9,99762,26.0,132791,34.6,178893,46.6
2013/06/28,76195,18.5,117073,28.4,98751,24.0,143533,34.8,86989,20.4,122843,28.9,130459,30.6,177373,41.7
2013/07/01,70929,17.4,113890,28.0,88340,21.7,134381,33.0,89990,19.4,128566,27.7,138986,29.9,187027,40.3
2013/07/02,74002,17.2,119117,27.6,96727,22.4,145356,33.7,100182,20.5,140681,28.7,143926,29.4,193415,39.5
2013/07/03,72154,17.9,112865,28.0,77958,19.3,122172,30.3,66899,16.6,101071,25.1,138882,34.4,188401,46.7
2013/07/04,75942,17.0,117647,26.4,103817,23.3,150494,33.8,84613,19.1,120165,27.2,141206,31.9,195107,44.1
2013/07/05,84327,18.7,130334,28.9,108601,24.1,153362,34.1,97222,19.6,140545,28.4,143943,29.1,205885,41.6
2013/07/08,77594,15.4,122967,24.5,125707,25.0,176792,35.2,99331,19.9,140844,28.2,152619,30.6,218926,43.9
2013/07/09,85131,16.8,132118,26.1,123014,24.3,173132,34.3,112436,20.8,159904,29.6,152567,28.2,219550,40.6
2013/07/10,89417,19.8,137380,30.5,100271,22.2,149235,33.1,96333,19.2,141280,28.2,144382,28.8,208532,41.6
2013/07/11,93755,22.9,148254,36.2,87434,21.3,135830,33.2,134124,23.1,190402,32.8,150586,25.9,220075,37.9
2013/07/12,94784,22.6,148239,35.4,95734,22.8,144166,34.4,156282,25.4,215229,35.0,157798,25.6,233951,38.0
2013/07/15,90012,21.4,141362,33.7,89557,21.3,137936,32.8,168460,25.9,230115,35.4,155694,24.0,232812,35.8
2013/07/16,83758,19.5,136761,31.8,99189,23.1,146783,34.1,174696,26.3,236514,35.5,161835,24.3,239236,35.9
2013/07/17,59052,31.6,86978,46.6,37247,20.0,55151,29.5,40348,18.8,63556,29.7,83360,38.9,112009,52.3
2013/07/18,64129,27.3,95739,40.8,44548,19.0,67062,28.6,56124,20.9,80955,30.1,97177,36.1,128809,47.9
2013/07/19,70656,21.9,106821,33.1,70417,21.8,101827,31.6,63837,20.3,89083,28.3,106360,33.8,149336,47.5
2013/07/22,75621,21.4,115019,32.6,85077,24.1,116137,32.9,75864,21.5,106606,30.3,107168,30.4,154297,43.8
2013/07/23,79340,21.9,122896,33.9,91057,25.1,121772,33.6,94137,23.8,126631,32.0,110607,27.9,160245,40.4
2013/07/24,68180,23.3,106606,36.4,56074,19.1,82394,28.1,45512,15.1,69070,22.9,103337,34.3,142403,47.3
2013/07/25,73170,22.2,111101,33.7,63757,19.3,91707,27.8,51694,15.1,77725,22.7,108881,31.8,150274,43.8
2013/07/26,78169,21.4,116550,31.9,79494,21.8,109270,29.9,69163,18.6,97092,26.0,114417,30.7,161902,43.4
2013/07/29,76690,18.5,117987,28.5,97655,23.6,128494,31.1,72418,18.6,101997,26.2,117642,30.2,168729,43.4
2013/07/30,81548,19.5,125391,29.9,99546,23.8,129086,30.8,94824,22.2,126982,29.7,114970,26.9,168051,39.3
2013/07/31,73104,20.4,112366,31.4,63697,17.8,94848,26.5,51208,14.3,78421,21.8,112590,31.4,158985,44.3
2013/08/01,75686,18.5,115600,28.3,81005,19.8,115526,28.2,53649,14.1,82971,21.8,116636,30.6,164944,43.3
2013/08/02,77593,17.6,118839,27.0,95359,21.7,128385,29.2,68944,16.7,99944,24.2,119591,28.9,173312,41.9
2013/08/05,79248,17.6,120456,26.7,94674,21.0,128301,28.4,76679,17.5,111484,25.4,115918,26.4,170605,38.8
2013/08/06,78162,15.4,114610,22.6,118209,23.4,156444,30.9,80202,18.0,113459,25.4,124190,27.8,180401,40.4
2013/08/07,73545,15.8,110857,23.9,97311,20.9,139240,30.0,54266,14.1,84404,22.0,115569,30.1,165799,43.2
2013/08/08,77199,15.1,116075,22.7,123319,24.1,173134,33.8,62432,15.4,95906,23.6,121853,30.0,177473,43.7
2013/08/09,79231,14.1,123436,21.9,150179,26.7,203283,36.1,76045,17.8,111745,26.2,125810,29.5,180961,42.4
2013/08/12,79450,13.8,122515,21.3,152324,26.5,204502,35.6,86331,19.0,123580,27.2,130892,28.8,188185,41.4
2013/08/13,83337,14.9,129053,23.1,142777,25.6,191283,34.3,95343,20.0,132871,27.8,136175,28.5,190717,39.9
2013/08/14,77359,14.5,121564,22.8,135607,25.4,180910,33.9,67767,16.0,103297,24.5,123356,29.2,176305,41.7
2013/08/15,82635,14.4,129589,22.6,143091,24.9,196622,34.2,66595,15.2,105703,24.1,128731,29.4,183649,41.9
2013/08/16,91225,15.5,142649,24.2,137582,23.4,190537,32.4,73166,15.7,115898,24.9,131972,28.4,187063,40.2
2013/08/19,89425,14.6,144208,23.5,148912,24.3,203785,33.2,75937,15.7,120184,24.9,145062,30.1,200282,41.5
2013/08/20,92176,13.9,149901,22.6,175867,26.5,238023,35.9,88619,17.8,131058,26.4,155274,31.3,218044,43.9
2013/08/22,59583,24.8,86807,36.1,48256,20.1,71696,29.8,43793,18.2,68604,28.5,101313,42.1,130634,54.3
2013/08/23,64794,22.9,96384,34.1,56452,20.0,81894,28.9,54385,18.6,80659,27.5,106262,36.2,139526,47.6
2013/08/26,68882,22.1,99898,32.1,66587,21.4,93218,29.9,69031,20.3,100278,29.5,110163,32.4,148882,43.7
2013/08/27,75560,21.3,108157,30.5,79961,22.6,112892,31.9,76378,20.8,106372,28.9,116504,31.7,156538,42.6
2013/08/28,73221,23.6,103479,33.4,51266,16.5,77787,25.1,52879,16.4,80987,25.1,115749,35.9,154954,48.0
2013/08/29,83757,24.6,123184,36.1,63140,18.5,89770,26.3,67572,17.5,102495,26.5,121984,31.5,163902,42.4
2013/08/30,87726,24.3,132498,36.8,74145,20.6,103747,28.8,82043,19.2,118284,27.7,131019,30.6,174479,40.8
2013/09/02,87221,23.3,134091,35.8,77316,20.6,107740,28.8,88391,18.9,128500,27.5,132556,28.3,176665,37.8
2013/09/03,81318,20.5,132245,33.3,85032,21.4,118250,29.8,91762,18.3,138104,27.5,139737,27.8,189547,37.8
2013/09/04,80778,22.6,127711,35.7,61097,17.1,93630,26.2,60105,14.5,94272,22.8,130906,31.7,173576,42.0
2013/09/05,86292,22.4,140454,36.5,75834,19.7,106104,27.6,75848,16.1,122820,26.0,144158,30.5,192114,40.7
2013/09/06,89858,22.6,150006,37.8,78505,19.8,107598,27.1,97285,19.1,147882,29.0,152559,29.9,201968,39.6
2013/09/09,92517,22.2,153353,36.7,85286,20.4,118615,28.4,109070,20.3,159521,29.7,161836,30.2,213127,39.7
2013/09/10,96154,22.4,166596,38.8,91456,21.3,124211,28.9,123475,21.3,178078,30.7,170931,29.5,221915,38.3
2013/09/11,91060,23.8,153827,40.3,68597,18.0,98018,25.7,97618,19.1,142580,27.9,153738,30.0,199115,38.9
2013/09/12,96928,23.9,160697,39.6,74707,18.4,104301,25.7,108298,19.9,159728,29.3,162482,29.8,209482,38.4
2013/09/13,99522,23.5,164802,39.0,81796,19.4,110816,26.2,118941,21.0,171096,30.1,169819,29.9,217841,38.4
2013/09/14,99452,23.2,165280,38.6,82960,19.4,112452,26.3,126269,21.9,179930,31.3,168161,29.2,218734,38.0
2013/09/16,109873,26.0,177076,41.9,83217,19.7,113693,26.9,139061,23.0,193721,32.0,172471,28.5,224209,37.1
2013/09/17,118299,26.4,187375,41.8,98890,22.0,130642,29.1,147473,23.3,203447,32.2,182153,28.8,243651,38.6
2013/09/18,93587,43.5,130668,60.7,38942,18.1,56473,26.2,39040,18.2,61944,28.9,80050,37.3,114514,53.4
2013/09/23,111761,40.3,159800,57.7,55485,20.0,81659,29.5,53451,18.2,84274,28.7,88499,30.1,129603,44.2
2013/09/24,118862,38.1,168250,54.0,71015,22.8,96094,30.8,65496,19.1,99890,29.2,102735,30.0,146664,42.8
2013/09/25,102007,37.9,146367,54.4,45200,16.8,68856,25.6,46119,15.6,77882,26.4,90336,30.6,133968,45.4
2013/09/26,106896,33.5,153083,47.9,54550,17.1,80607,25.2,60640,18.2,95749,28.7,101436,30.4,145759,43.7
2013/09/27,110598,32.3,158742,46.3,61699,18.0,89323,26.1,74581,20.2,109618,29.7,104774,28.4,151896,41.2
2013/09/30,111114,29.5,160154,42.5,75218,19.9,104428,27.7,88650,22.1,126021,31.5,116699,29.1,167173,41.7
2013/10/01,115198,29.2,166233,42.1,77584,19.7,107603,27.3,96198,22.3,135495,31.3,121708,28.2,173159,40.1
2013/10/02,109162,32.5,158086,47.1,52621,15.7,76616,22.8,63701,16.8,98884,26.1,114699,30.2,161511,42.6
2013/10/03,128328,35.1,183798,50.2,60426,16.5,91195,24.9,76036,16.8,119425,26.5,119398,26.4,173835,38.5
2013/10/04,123834,31.1,181281,45.5,77506,19.5,109906,27.6,84602,17.5,127000,26.3,131863,27.3,188853,39.2
2013/10/07,128540,30.3,184925,43.6,85687,20.2,118172,27.9,85347,17.3,128161,25.9,139691,28.3,195268,39.5
2013/10/08,136311,30.8,191470,43.2,91156,20.6,124660,28.1,96101,18.0,144507,27.0,143135,26.8,205888,38.5
2013/10/09,126300,32.3,180541,46.1,68611,17.5,98924,25.3,71170,15.3,115321,24.8,141103,30.3,200928,43.2
2013/10/11,142780,33.8,198080,46.8,78992,18.7,108994,25.8,79564,15.6,127687,25.1,157167,30.9,222346,43.7
2013/10/14,146154,32.2,202315,44.6,85883,18.9,119041,26.3,93296,17.7,140135,26.6,156364,29.7,221814,42.1
2013/10/15,163419,34.0,226867,47.2,92632,19.3,130974,27.2,106959,19.4,153011,27.8,154928,28.1,222687,40.4
2013/10/16,88229,40.2,120101,54.7,33962,15.5,49768,22.7,40615,17.7,61597,26.9,87436,38.2,125588,54.8
2013/10/17,96127,35.6,131782,48.8,43583,16.1,61574,22.8,51177,18.0,79033,27.8,96044,33.8,142355,50.1
2013/10/18,109226,35.4,153769,49.9,61091,19.8,83214,27.0,61582,19.0,92290,28.5,100296,31.0,148671,45.9
2013/10/21,110217,32.8,155038,46.2,72899,21.7,97155,28.9,67960,19.5,99455,28.5,109165,31.3,159116,45.6
2013/10/22,117604,31.9,174417,47.3,84270,22.9,110493,30.0,80666,21.1,114689,30.0,114207,29.9,165376,43.3
2013/10/23,122390,37.5,175481,53.8,55951,17.2,78669,24.1,47446,14.7,78344,24.3,111894,34.7,162688,50.5
2013/10/24,127661,36.3,183489,52.1,56723,16.1,81857,23.2,51969,14.5,83438,23.3,117744,32.9,169791,47.4
