date,call_top5_b_v,call_top5_b_ratio,call_top10_b_v,call_top10_b_ratio,call_top5_s_v,call_top5_s_ratio,call_top10_s_v,call_top10_s_ratio,put_top5_b_v,put_top5_b_ratio,put_top10_b_v,put_top10_b_ratio,put_top5_s_v,put_top5_s_ratio,put_top10_s_v,put_top10_s_ratio
2012/02/03,122689,29.0,186808,44.1,123116,29.1,169789,40.1,112253,22.6,167983,33.8,169450,34.1,230194,46.3
2012/02/04,129409,30.0,194191,45.1,124873,29.0,172871,40.1,114334,21.5,173276,32.6,177232,33.4,238696,44.9
2012/02/06,138444,29.7,208899,44.8,134002,28.8,182646,39.2,121916,21.8,188450,33.6,190842,34.1,253484,45.3
2012/02/07,139089,28.6,216347,44.5,140317,28.9,191350,39.4,121859,20.8,192738,32.9,196121,33.5,264551,45.1
2012/02/08,135709,28.1,215532,44.6,142439,29.5,198848,41.2,124202,20.1,200572,32.4,196399,31.8,273277,44.2
2012/02/09,134552,27.3,212021,43.0,144167,29.2,202522,41.0,139116,21.4,213795,32.9,209612,32.2,286736,44.1
2012/02/10,140914,27.8,214641,42.3,147423,29.1,204411,40.3,136609,20.5,214409,32.2,210531,31.6,288095,43.2
2012/02/13,145571,27.9,218207,41.8,148473,28.4,207737,39.8,139256,20.3,217655,31.7,219253,31.9,301288,43.9
2012/02/14,147366,26.5,220889,39.7,169107,30.4,230648,41.5,151437,21.6,232941,33.3,213899,30.6,306094,43.7
2012/02/15,95431,41.2,131841,57.0,74941,32.4,98642,42.6,78281,33.4,114981,49.1,82208,35.1,104322,44.5
2012/02/16,94499,35.6,134735,50.7,78111,29.4,102448,38.6,80934,29.8,122779,45.2,83936,30.9,108801,40.1
2012/02/17,97125,32.6,141298,47.4,82802,27.8,109440,36.7,86748,28.8,132208,43.9,89223,29.6,115920,38.5
2012/02/20,95398,30.3,140032,44.4,85014,27.0,113639,36.1,88374,27.7,133644,41.9,89928,28.2,119635,37.5
2012/02/21,94858,28.8,142213,43.1,86633,26.3,115512,35.0,89975,26.8,136482,40.6,92071,27.4,122166,36.4
2012/02/22,101507,28.9,149742,42.7,92879,26.5,122525,34.9,96079,26.0,146765,39.8,98280,26.6,128592,34.9
2012/02/23,102746,27.4,152368,40.7,92829,24.8,127996,34.2,98341,25.8,152396,40.1,97343,25.6,130660,34.3
2012/02/24,105066,26.9,159562,40.9,94058,24.1,132524,33.9,100316,25.0,154268,38.4,99828,24.8,134898,33.6
2012/02/29,112704,28.5,173512,43.9,96289,24.4,132748,33.6,108969,25.2,162671,37.6,111793,25.8,157017,36.3
2012/03/01,111291,27.6,171051,42.4,101064,25.0,136176,33.7,110795,24.5,164473,36.3,112200,24.8,159186,35.2
2012/03/02,111633,26.4,173950,41.1,103533,24.5,143260,33.9,113479,24.5,167014,36.1,108752,23.5,155395,33.6
2012/03/03,111633,25.9,175220,40.7,104518,24.3,145952,33.9,111665,23.8,164746,35.2,108397,23.1,155423,33.2
2012/03/05,118735,25.9,184958,40.4,112520,24.6,165930,36.2,121149,25.0,176926,36.5,109294,22.6,159326,32.9
2012/03/06,119827,24.7,186917,38.5,128396,26.4,181611,37.4,122439,25.1,179231,36.7,108794,22.3,162384,33.2
2012/03/07,121081,23.9,192461,37.9,135867,26.8,190682,37.6,132619,25.8,194897,37.9,120274,23.4,176466,34.4
2012/03/08,126302,24.6,202808,39.6,138609,27.1,195895,38.2,133936,24.7,199546,36.8,127317,23.5,184820,34.1
2012/03/09,131002,24.4,210826,39.2,149990,27.9,209055,38.9,135621,23.9,195009,34.4,135388,23.9,197150,34.8
2012/03/12,130747,23.5,210553,37.8,154514,27.7,215707,38.7,135466,23.7,195485,34.3,129807,22.8,189890,33.3
2012/03/13,141498,25.2,222565,39.7,155441,27.7,217291,38.7,132585,22.7,196710,33.7,136274,23.4,196182,33.6
2012/03/14,140074,26.0,221284,41.1,152207,28.3,207872,38.6,122456,20.8,186922,31.8,136175,23.2,201091,34.2
2012/03/15,141428,25.9,217308,39.8,151960,27.9,208688,38.3,124510,20.7,188503,31.3,139645,23.2,206874,34.3
2012/03/16,137647,24.7,212700,38.1,158836,28.4,215335,38.6,126900,21.1,191434,31.8,142795,23.7,210220,34.9
2012/03/19,130678,22.8,206577,36.0,163561,28.5,220244,38.4,124128,20.4,190130,31.2,138607,22.7,203416,33.3
2012/03/20,127991,21.7,203324,34.5,152816,25.9,214960,36.5,125325,20.8,195756,32.4,125354,20.8,194107,32.1
2012/03/21,54415,31.0,80227,45.8,44505,25.4,69252,39.5,64097,32.6,93212,47.5,58292,29.7,83605,42.6
2012/03/22,67250,30.9,99666,45.9,50179,23.1,71744,33.0,68672,28.2,102945,42.3,63367,26.0,91065,37.4
2012/03/23,70691,28.5,105590,42.6,57543,23.2,82901,33.5,71673,27.1,109196,41.3,64256,24.3,93774,35.4
2012/03/26,74946,26.8,111513,39.8,67085,23.9,98335,35.1,82341,28.3,124284,42.6,66007,22.6,96280,33.0
2012/03/27,80020,27.1,120548,40.8,65534,22.2,97074,32.8,86579,27.6,128201,40.9,71120,22.7,105907,33.8
2012/03/28,84172,26.7,129291,41.1,64558,20.5,97783,31.1,88036,26.5,129587,39.0,74827,22.5,110486,33.2
2012/03/29,85781,25.3,127626,37.6,67794,20.0,105911,31.2,103613,29.6,148443,42.5,73786,21.1,112331,32.1
2012/03/30,87936,23.9,133464,36.3,70220,19.1,112336,30.6,109504,29.8,158043,43.0,75456,20.5,113333,30.8
2012/04/02,92700,23.9,138506,35.7,76773,19.8,122585,31.6,112444,29.3,162019,42.2,79161,20.6,120958,31.5
2012/04/03,88069,20.6,136494,32.0,84807,19.9,138395,32.4,113809,29.1,171007,43.8,74916,19.2,119197,30.5
2012/04/05,96661,20.0,153454,31.8,111047,23.0,166716,34.6,116897,29.0,178402,44.3,84130,20.9,127029,31.6
2012/04/06,100853,20.3,163282,32.8,111640,22.5,169484,34.1,119626,27.7,180487,41.9,87626,20.3,131197,30.4
2012/04/09,104026,20.1,168327,32.5,110540,21.3,173118,33.4,118916,26.7,181186,40.7,94945,21.3,140551,31.6
2012/04/10,114751,21.1,186143,34.2,127055,23.3,193468,35.5,118774,26.0,180076,39.5,98415,21.6,145329,31.8
2012/04/11,117832,20.6,193987,33.8,141496,24.7,209996,36.6,127908,26.8,188866,39.6,103928,21.8,152209,31.9
2012/04/12,117870,20.0,190599,32.3,144624,24.5,215880,36.6,127689,26.4,188845,39.0,104123,21.5,152584,31.5
2012/04/13,132920,22.5,216001,36.5,139647,23.6,215859,36.5,128714,25.6,186536,37.2,110915,22.1,165078,32.9
2012/04/16,132114,21.6,221273,36.2,150319,24.6,229024,37.4,123654,24.2,185110,36.3,104291,20.4,160259,31.4
2012/04/17,119743,18.7,204834,31.9,168609,26.3,247828,38.6,134696,27.2,195084,39.4,94639,19.1,151150,30.5
2012/04/18,77262,37.8,96484,47.3,49882,24.4,72811,35.7,84291,37.0,112425,49.4,57798,25.4,86047,37.8
2012/04/19,81075,33.5,101577,41.9,52534,21.7,75557,31.2,93361,34.6,123528,45.7,65649,24.3,94736,35.1
2012/04/20,81900,29.4,105609,38.0,54417,19.6,79414,28.5,101469,33.6,135011,44.8,64710,21.5,94914,31.5
2012/04/23,89957,28.7,114912,36.7,59856,19.1,89767,28.6,100905,31.7,140492,44.2,62939,19.8,93210,29.3
2012/04/24,92360,27.6,126608,37.8,62934,18.8,93689,28.0,115901,33.0,155005,44.1,70351,20.0,100494,28.6
2012/04/25,97540,28.3,132684,38.5,61107,17.7,93853,27.3,118776,31.7,157949,42.2,74543,19.9,106731,28.5
2012/04/26,103769,28.2,141129,38.4,62735,17.1,101894,27.7,126721,31.4,167951,41.6,78700,19.5,118127,29.3
2012/04/27,114923,28.7,152148,38.0,68891,17.2,114677,28.7,142740,33.6,183262,43.1,87421,20.6,132007,31.0
2012/04/30,119416,28.4,157378,37.4,74885,17.8,123807,29.4,148408,34.1,192394,44.3,84997,19.5,129386,29.8
2012/05/02,121722,28.8,166020,39.3,65166,15.4,117697,27.8,144127,31.2,191467,41.4,85972,18.6,135901,29.4
2012/05/03,118446,27.3,169596,39.0,67163,15.5,120137,27.6,144043,30.1,192022,40.1,85784,17.9,135598,28.3
2012/05/04,122824,27.2,178611,39.6,74135,16.4,127191,28.2,147308,28.9,198284,38.9,96409,18.9,151397,29.7
2012/05/07,127987,25.7,187812,37.7,101599,20.4,165476,33.2,152831,30.4,210314,41.9,97836,19.5,148843,29.6
2012/05/08,134075,25.6,191040,36.5,109406,20.9,175297,33.5,151707,30.0,209941,41.5,97307,19.2,150335,29.7
2012/05/09,153212,27.0,210644,37.2,132177,23.3,200516,35.4,151240,29.7,215305,42.2,100650,19.7,152864,30.0
2012/05/10,153291,25.8,216454,36.4,141305,23.7,213034,35.8,151743,29.3,214755,41.5,101476,19.6,152023,29.4
2012/05/11,151392,24.3,212125,34.1,153615,24.7,231247,37.1,164316,31.2,228697,43.4,104270,19.8,154441,29.3
2012/05/14,152106,23.9,214554,33.8,154012,24.2,233264,36.7,163514,30.9,227340,43.0,104888,19.8,155353,29.4
2012/05/15,162022,24.8,226010,34.6,155238,23.8,234094,35.8,164491,30.1,234284,42.8,106317,19.4,158101,28.9
2012/05/16,109759,45.7,140262,58.5,49387,20.6,80427,33.5,115283,43.1,161007,60.2,64436,24.1,91930,34.4
2012/05/17,122308,44.2,159276,57.6,52220,18.9,84401,30.5,132399,43.0,180339,58.6,73928,24.0,103951,33.8
2012/05/18,130282,40.1,175985,54.2,56456,17.4,94225,29.0,139880,39.6,193205,54.7,80792,22.9,113746,32.2
2012/05/21,137353,38.5,185183,51.8,61436,17.2,104497,29.3,145917,39.8,201456,54.9,86163,23.5,119101,32.5
2012/05/22,146117,39.0,193283,51.6,63368,16.9,106927,28.5,151908,38.5,211904,53.8,95753,24.3,130467,33.1
2012/05/23,160719,40.1,210093,52.4,65703,16.4,110617,27.6,168047,39.8,227075,53.8,102570,24.3,139398,33.0
2012/05/24,154656,37.2,204477,49.2,64802,15.6,110201,26.5,173709,39.5,232438,52.9,103208,23.5,143309,32.6
2012/05/25,152756,34.9,205582,46.9,66512,15.2,114141,26.1,171770,37.3,234973,51.0,106771,23.2,150198,32.6
2012/05/28,151761,33.4,206641,45.4,68346,15.0,121721,26.8,181520,37.0,250917,51.2,115657,23.6,165234,33.7
2012/05/29,154482,34.4,213678,47.5,69463,15.5,119680,26.6,187279,35.5,263091,49.9,122451,23.2,178927,33.9
2012/05/30,157260,33.5,217212,46.3,70642,15.0,123893,26.4,204299,37.6,278685,51.3,124756,23.0,179361,33.0
2012/05/31,156882,31.5,218278,43.8,78690,15.8,133394,26.8,215392,38.2,295700,52.5,125379,22.3,184567,32.8
2012/06/01,157995,30.1,222230,42.3,83293,15.8,145228,27.6,220185,37.6,306017,52.3,128716,22.0,193489,33.1
2012/06/04,166472,28.8,233200,40.4,104075,18.0,177773,30.8,219257,38.7,298052,52.6,127944,22.6,200485,35.4
2012/06/05,177425,29.9,245550,41.3,105989,17.8,178835,30.1,224874,37.9,305835,51.6,141685,23.9,215458,36.3
2012/06/06,176973,29.8,244372,41.1,105370,17.7,177602,29.9,225764,36.3,311569,50.1,149472,24.1,227037,36.5
2012/06/07,178237,29.7,243824,40.6,102533,17.1,175136,29.2,221265,35.1,307969,48.9,149870,23.8,224880,35.7
2012/06/08,184472,30.0,251954,40.9,108243,17.6,182715,29.7,224742,35.0,311608,48.5,156776,24.4,230315,35.9
2012/06/11,181996,29.3,255676,41.2,112085,18.1,185130,29.8,225927,34.6,316603,48.5,159026,24.4,238200,36.5
2012/06/12,187295,29.3,261677,41.0,123075,19.3,199783,31.3,227736,34.8,318960,48.7,157053,24.0,234660,35.8
2012/06/13,183311,29.0,257626,40.8,112088,17.7,190792,30.2,227402,34.3,319754,48.3,156487,23.6,232068,35.0
2012/06/14,189470,29.3,263535,40.7,117597,18.2,195667,30.2,229449,34.0,320237,47.5,154654,22.9,239111,35.4
2012/06/15,184623,27.9,261242,39.5,123213,18.7,198221,30.0,237000,33.4,327649,46.2,175097,24.7,273353,38.5
2012/06/18,183157,29.4,258928,41.5,121526,19.5,193560,31.0,237694,33.3,323871,45.4,184286,25.8,282896,39.6
2012/06/19,180553,29.4,246523,40.2,113152,18.4,181721,29.6,228052,32.5,308970,44.0,172992,24.6,265955,37.9
2012/06/20,69541,38.5,88784,49.2,44121,24.4,66411,36.8,73275,40.0,98768,53.9,48062,26.2,69193,37.7
2012/06/21,71333,34.0,91328,43.5,46546,22.2,70359,33.5,78662,35.8,112293,51.1,51996,23.7,73901,33.7
2012/06/22,72404,30.6,92251,39.0,52286,22.1,79486,33.6,91852,37.2,129342,52.3,52684,21.3,74285,30.0
2012/06/25,73213,28.2,93085,35.9,56169,21.7,85487,33.0,98301,37.3,135281,51.3,52637,20.0,74140,28.1
2012/06/26,72960,26.1,95013,34.0,59629,21.3,91688,32.8,100591,36.9,135900,49.9,52773,19.4,74339,27.3
2012/06/27,74773,25.5,97822,33.3,63316,21.6,95025,32.4,97986,33.4,139069,47.3,53707,18.3,77006,26.2
2012/06/28,77960,25.4,102142,33.3,64857,21.1,97755,31.9,98856,31.8,142480,45.9,54735,17.6,79673,25.7
2012/06/29,82360,25.7,110858,34.7,64847,20.3,97900,30.6,99866,29.5,147846,43.7,61807,18.3,88362,26.1
2012/07/02,79993,24.6,105263,32.3,62436,19.2,95197,29.2,104366,29.6,144004,40.8,64829,18.4,92644,26.3
2012/07/03,85197,26.1,114854,35.2,52970,16.3,82526,25.3,95367,25.7,135993,36.7,66042,17.8,98761,26.6
2012/07/04,85259,25.2,116414,34.5,52354,15.5,82367,24.4,96482,24.3,137935,34.8,67444,17.0,100653,25.4
2012/07/05,81231,23.1,112887,32.2,56613,16.1,87840,25.0,98914,24.2,140615,34.4,69904,17.1,104443,25.6
2012/07/06,83877,22.0,118407,31.1,65140,17.1,101265,26.6,105275,24.6,151761,35.4,70736,16.5,108582,25.4
2012/07/09,82100,20.0,118067,28.8,78100,19.1,115673,28.2,109904,24.8,160844,36.3,72432,16.4,111797,25.3
2012/07/10,82291,18.8,123565,28.2,85978,19.6,130425,29.7,113023,25.0,171765,37.9,74185,16.4,116153,25.7
2012/07/11,84810,18.5,125942,27.5,100134,21.8,145505,31.7,115502,24.5,175512,37.3,73629,15.6,120938,25.7
2012/07/12,99744,19.5,144551,28.3,128259,25.1,182930,35.8,122726,26.7,186966,40.6,75208,16.3,119628,26.0
2012/07/13,106787,20.2,151442,28.7,131933,25.0,186414,35.3,123260,26.3,183935,39.2,80338,17.1,125865,26.8
2012/07/16,108954,19.8,152553,27.7,138916,25.2,198876,36.1,129053,27.4,188192,39.9,78325,16.6,123486,26.2
2012/07/17,116796,21.0,169026,30.3,139675,25.1,200542,36.0,131316,26.0,193010,38.2,94855,18.8,144133,28.5
2012/07/18,51616,26.4,67426,34.5,47898,24.5,69322,35.4,62484,32.6,93749,48.9,44442,23.2,58683,30.6
2012/07/19,53464,22.8,71229,30.4,49965,21.3,73167,31.2,68774,29.8,99902,43.3,48822,21.2,64713,28.1
2012/07/20,55735,21.9,75297,29.6,49718,19.6,75212,29.6,74211,29.3,105596,41.6,51319,20.2,69104,27.2
2012/07/23,57947,19.2,76494,25.3,54951,18.2,86234,28.6,80593,28.6,115899,41.2,54618,19.4,73431,26.1
2012/07/24,56986,17.7,76069,23.6,55801,17.3,90359,28.1,83252,27.6,120243,39.9,55479,18.4,76409,25.4
2012/07/25,58776,16.9,80887,23.2,58939,16.9,96684,27.8,86334,26.8,127470,39.6,54078,16.8,78243,24.3
2012/07/26,59544,16.3,83913,23.0,60710,16.7,102113,28.0,85657,25.4,128290,38.0,54099,16.0,78328,23.2
2012/07/27,63456,17.4,91580,25.1,57380,15.7,94017,25.7,86639,24.1,131928,36.7,60069,16.7,87096,24.2
2012/07/30,70299,18.5,103428,27.2,57126,15.0,93975,24.7,89123,23.3,134385,35.2,66846,17.5,98549,25.8
2012/07/31,72907,18.9,110247,28.6,59844,15.5,96440,25.0,96124,22.9,148248,35.3,75951,18.1,113630,27.0
2012/08/01,75901,19.2,115385,29.3,56533,14.3,94279,23.9,96669,21.6,149532,33.4,84353,18.8,125040,27.9
2012/08/03,80841,18.8,120247,28.0,64443,15.0,106767,24.9,96975,21.5,147619,32.7,79150,17.6,120486,26.7
2012/08/06,81141,18.5,129664,29.6,78368,17.9,120419,27.5,97633,21.0,156122,33.6,78141,16.8,120141,25.8
2012/08/07,83783,18.3,135216,29.5,83719,18.3,127866,27.9,96655,20.5,151524,32.2,81115,17.2,121520,25.8
2012/08/08,105013,22.0,161299,33.8,90602,19.0,133634,28.0,93273,18.6,149426,29.8,90715,18.1,134205,26.7
2012/08/09,112623,23.5,180346,37.7,93682,19.6,142987,29.9,96509,17.4,149146,26.9,105931,19.1,159199,28.7
2012/08/10,105879,21.6,174361,35.6,91841,18.8,144249,29.5,95476,16.9,151215,26.7,110866,19.6,164533,29.1
2012/08/13,112582,21.5,186126,35.6,111213,21.3,166234,31.8,98837,16.7,156251,26.5,120454,20.4,177008,30.0
2012/08/14,113982,22.0,188889,36.4,107573,20.7,162956,31.4,99083,16.2,163187,26.6,128178,20.9,188828,30.8
2012/08/15,73880,35.5,106997,51.5,47994,23.1,67570,32.5,60935,30.0,87452,43.0,37667,18.5,60750,29.9
2012/08/16,81203,31.1,115670,44.3,53373,20.4,76668,29.4,76141,30.0,105449,41.5,44380,17.5,71591,28.2
2012/08/17,78027,27.3,113097,39.5,55994,19.6,78900,27.6,89856,32.2,120580,43.2,51165,18.3,78478,28.1
2012/08/20,88798,28.3,124726,39.8,54890,17.5,77727,24.8,100669,32.7,132347,43.0,56586,18.4,86498,28.1
2012/08/21,90648,26.8,129301,38.2,60108,17.8,86036,25.4,106099,31.7,139049,41.5,61484,18.3,91963,27.4
2012/08/22,91057,25.4,130747,36.4,63562,17.7,93000,25.9,113750,31.9,147759,41.5,64351,18.1,96258,27.0
2012/08/23,92456,24.6,135205,35.9,64741,17.2,98139,26.1,118007,31.3,156552,41.5,68015,18.0,101054,26.8
2012/08/24,94682,24.1,137706,35.0,66931,17.0,103813,26.4,119022,30.5,160889,41.3,70117,18.0,103364,26.5
2012/08/27,92981,22.9,136329,33.6,65355,16.1,103135,25.4,117921,29.4,162180,40.4,69967,17.4,105242,26.2
2012/08/28,94180,21.9,139085,32.4,62713,14.6,104699,24.4,114593,28.4,161294,39.9,67804,16.8,102422,25.3
2012/08/29,92284,21.3,138392,31.9,60657,14.0,104314,24.0,112259,27.1,157821,38.1,68141,16.4,103674,25.0
2012/08/30,92473,20.7,138675,31.0,63784,14.3,109056,24.4,112394,26.3,157720,36.9,66320,15.5,100705,23.5
2012/08/31,94939,20.5,141132,30.4,71052,15.3,118928,25.7,118391,26.3,167209,37.2,71057,15.8,108864,24.2
2012/09/03,93525,19.4,143936,29.9,72965,15.1,122079,25.3,121643,25.8,171684,36.4,66282,14.0,105679,22.4
2012/09/04,93603,19.0,146067,29.6,74684,15.1,125884,25.5,121792,25.2,172591,35.6,66546,13.7,106479,22.0
2012/09/05,96026,18.5,147560,28.4,78097,15.0,134045,25.8,124674,25.3,178162,36.2,69927,14.2,111271,22.6
2012/09/06,95138,17.6,147544,27.4,81578,15.1,140421,26.0,132849,26.4,190843,37.9,72394,14.4,114350,22.7
2012/09/07,97562,17.9,148461,27.2,84429,15.5,148099,27.1,135915,26.4,195065,37.9,76414,14.8,117719,22.9
2012/09/10,96497,17.9,147951,27.4,82357,15.2,140019,25.9,130699,24.1,188869,34.9,80009,14.8,128659,23.7
2012/09/11,95831,17.8,147538,27.4,82854,15.4,139476,25.9,127690,23.0,182051,32.7,87224,15.7,135754,24.4
2012/09/12,96859,17.9,150265,27.8,86660,16.0,146109,27.0,129708,22.3,188219,32.4,92460,15.9,143941,24.8
2012/09/13,96808,17.6,149638,27.3,94726,17.3,148722,27.1,123856,21.4,179441,31.0,90604,15.6,141189,24.4
2012/09/14,98299,19.3,156426,30.6,94962,18.6,144915,28.4,127751,20.6,188808,30.4,98632,15.9,159378,25.7
2012/09/17,97593,18.8,150905,29.1,94247,18.2,146039,28.1,130532,20.0,190794,29.2,118754,18.2,184928,28.3
2012/09/18,98937,18.7,155113,29.3,93401,17.6,146970,27.7,134479,19.5,200084,29.0,126551,18.4,198684,28.8
2012/09/19,60379,28.5,87956,41.6,39712,18.8,61578,29.1,76105,32.3,108023,45.8,56834,24.1,86342,36.6
2012/09/20,71659,27.2,101349,38.4,43032,16.3,68181,25.8,81113,27.8,116495,40.0,61595,21.1,94188,32.3
2012/09/21,76239,25.9,110010,37.4,47356,16.1,77571,26.4,83654,26.4,123695,39.0,65270,20.6,99782,31.5
2012/09/24,81424,25.3,119224,37.1,49963,15.6,81717,25.4,85766,24.8,128493,37.1,66102,19.1,104742,30.2
2012/09/25,82955,23.8,122028,35.0,56981,16.3,91486,26.2,90152,24.3,133391,35.9,71235,19.2,111839,30.1
2012/09/26,85114,22.2,126064,32.9,65457,17.1,100752,26.3,88177,22.5,132253,33.7,74009,18.9,114981,29.3
2012/09/27,87448,21.5,127993,31.5,68543,16.9,106432,26.2,89559,21.6,137083,33.1,74491,18.0,116207,28.0
2012/09/28,92579,21.2,135471,31.0,78940,18.0,116555,26.6,91082,21.0,137874,31.8,75117,17.3,120456,27.8
2012/10/01,94408,20.7,137423,30.1,82507,18.1,117451,25.7,93644,20.3,142279,30.9,80593,17.5,129566,28.1
2012/10/02,96501,20.4,141575,29.9,86583,18.3,122359,25.9,95058,19.7,143189,29.7,80225,16.7,131483,27.3
2012/10/03,96811,19.7,142309,29.0,91445,18.6,127191,25.9,98763,20.1,149675,30.5,81253,16.6,132167,26.9
2012/10/04,99260,18.6,145655,27.3,97270,18.2,141221,26.5,105651,21.0,159703,31.7,83142,16.5,135996,27.0
2012/10/05,101278,18.4,149894,27.2,101807,18.5,145379,26.4,105382,20.3,161951,31.2,83743,16.1,139501,26.9
2012/10/08,101286,17.7,149494,26.2,107824,18.9,147776,25.9,105387,20.1,161232,30.8,86149,16.5,142813,27.3
2012/10/09,90829,15.9,139705,24.4,111935,19.6,150957,26.4,103611,19.8,161284,30.8,92660,17.7,149475,28.6
2012/10/11,93659,15.0,142171,22.7,125622,20.1,179520,28.7,113594,22.7,171971,34.4,89225,17.9,143355,28.7
2012/10/12,100820,15.0,154842,23.0,149479,22.2,213080,31.7,113457,22.5,171392,34.0,90243,17.9,145585,28.9
2012/10/15,109960,15.5,165107,23.3,162238,22.9,231522,32.7,112928,21.6,168824,32.2,100614,19.2,160442,30.6
2012/10/16,122132,17.0,178188,24.7,161751,22.5,242572,33.7,117399,21.4,176092,32.1,104414,19.0,170286,31.0
2012/10/17,87212,32.9,120263,45.4,69923,26.4,99881,37.7,78781,30.9,120995,47.4,66250,26.0,97358,38.1
2012/10/18,96086,31.1,134384,43.5,72296,23.4,104077,33.7,83539,28.7,127098,43.7,71561,24.6,107039,36.8
2012/10/19,100734,29.2,139707,40.5,75967,22.0,109677,31.8,84715,26.4,130578,40.7,69273,21.6,104967,32.7
2012/10/22,103425,26.9,143629,37.4,80150,20.9,116100,30.2,89323,25.6,139201,39.9,73814,21.2,108466,31.1
2012/10/23,109942,26.3,153508,36.7,88063,21.1,127118,30.4,98566,26.2,150493,40.0,83729,22.2,120336,32.0
2012/10/24,114956,25.2,160674,35.2,89105,19.5,132060,28.9,119340,29.1,171582,41.9,90033,22.0,130374,31.8
2012/10/25,116077,24.0,163203,33.8,94679,19.6,140636,29.1,123770,28.9,178520,41.7,96336,22.5,137572,32.1
2012/10/26,114654,21.7,161294,30.5,104705,19.8,157678,29.9,133343,29.9,199408,44.7,102773,23.0,148353,33.2
2012/10/29,110762,20.1,159623,29.0,107921,19.6,167820,30.5,139694,29.3,209323,43.8,113025,23.7,165787,34.7
2012/10/30,112041,19.7,160872,28.3,112363,19.7,175582,30.8,145669,28.8,215437,42.6,111014,21.9,170543,33.7
2012/10/31,113546,19.3,162247,27.5,115954,19.7,182638,31.0,144229,27.4,218102,41.4,117113,22.2,178771,33.9
2012/11/01,121475,19.1,167716,26.4,138083,21.7,209105,32.9,125464,24.1,196969,37.8,111104,21.3,166193,31.9
2012/11/02,144375,21.9,199885,30.3,146727,22.2,218844,33.2,127777,23.6,196958,36.4,110709,20.5,166409,30.8
2012/11/05,158522,22.9,214876,31.1,156388,22.6,229544,33.2,132821,23.6,207872,37.0,114005,20.3,176230,31.4
2012/11/06,160343,22.8,219478,31.2,164455,23.4,237557,33.8,134846,23.2,206334,35.5,119448,20.5,185575,31.9
2012/11/07,159981,22.3,220910,30.8,174663,24.4,249246,34.8,131436,21.6,197056,32.3,125429,20.6,193125,31.7
2012/11/08,161509,21.9,219628,29.8,179987,24.4,255431,34.7,129909,20.8,202023,32.3,126818,20.3,196680,31.4
2012/11/09,162824,22.1,221233,30.1,179521,24.4,259560,35.3,127001,19.5,205210,31.6,126883,19.5,194445,29.9
2012/11/12,106301,19.4,145041,26.5,125875,23.0,177094,32.3,129547,19.7,191950,29.2,129806,19.8,212932,32.4
2012/11/13,157655,20.0,220377,28.0,185752,23.6,272167,34.6,130885,20.3,197839,30.7,129736,20.1,208309,32.3
2012/11/14,164009,20.1,238721,29.2,195690,23.9,288057,35.2,138604,20.7,211907,31.6,125144,18.7,205316,30.6
2012/11/15,164089,19.8,242188,29.2,202410,24.4,295858,35.7,137542,20.7,210500,31.7,122346,18.4,203150,30.6
2012/11/16,170075,20.1,251327,29.7,204947,24.2,304339,36.0,141989,20.9,217036,31.9,123365,18.1,207807,30.5
2012/11/19,171331,20.0,252533,29.5,212075,24.8,311372,36.4,134933,19.8,208965,30.6,120621,17.7,201046,29.5
2012/11/20,171704,20.1,249818,29.2,208519,24.4,309445,36.2,146526,20.9,227356,32.5,121609,17.4,200134,28.6
2012/11/21,90677,29.9,127443,42.0,108975,35.9,146976,48.4,112174,35.6,153622,48.8,82914,26.3,123132,39.1
2012/11/22,91712,27.5,127842,38.3,102168,30.6,137070,41.0,115247,33.0,158601,45.3,83778,24.0,125204,35.8
2012/11/23,124431,31.6,173120,44.0,98794,25.1,140009,35.6,124332,29.0,173915,40.6,85610,20.0,126105,29.4
2012/11/26,129621,29.8,191055,44.0,104782,24.1,152066,35.0,125523,26.1,179179,37.2,92315,19.2,138464,28.8
2012/11/27,134600,29.6,198879,43.7,105769,23.3,155264,34.2,128903,25.1,190858,37.2,91957,17.9,137630,26.8
2012/11/28,133540,32.1,189018,45.5,99888,24.0,144712,34.8,127685,27.1,180249,38.2,91402,19.4,133928,28.4
2012/11/29,136902,31.2,199358,45.4,93261,21.2,139055,31.7,131346,24.7,191167,35.9,91690,17.2,136933,25.7
2012/11/30,139662,30.2,203622,44.0,96497,20.9,142553,30.8,138972,24.0,203585,35.1,92935,16.0,144090,24.8
2012/12/03,142448,29.0,206899,42.2,102691,20.9,149720,30.5,147255,23.9,213501,34.6,100481,16.3,151991,24.7
2012/12/04,138103,27.2,204110,40.3,101999,20.1,151963,30.0,149902,23.6,220785,34.7,108625,17.1,161605,25.4
2012/12/05,138178,29.1,201533,42.4,99890,21.0,148925,31.3,148919,24.5,213655,35.1,112883,18.6,165837,27.3
2012/12/06,139777,28.0,205618,41.2,97336,19.5,148523,29.8,153153,24.0,218640,34.2,115159,18.0,169892,26.6
2012/12/07,140394,27.1,210199,40.6,100414,19.4,151099,29.2,156630,23.3,226041,33.6,122452,18.2,182533,27.1
2012/12/10,142301,26.1,215430,39.6,101893,18.7,152037,27.9,156051,22.8,226534,33.1,125745,18.4,185023,27.0
2012/12/11,147371,26.5,218236,39.2,103133,18.5,155149,27.9,159055,22.8,231440,33.1,125023,17.9,186352,26.7
